File Version,Hardware Type,Model,Data Logger Name,Serial Number,Sample Rate,Total Alarms
1,3,EL-SIE-2+,UM_WG,24de6b085df773dd,600,2,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold
1,Temperature,High Alarm,70.00,,0,0
1,Temperature,Low Alarm,,64.00,0,0

Reading,Date / Time (UTC),Channel 1 (°F),Channel 2 (%RH),Channel 3 (°F),
3079,2022/07/02 01:05:36,70.68,48.9,50.54,
3080,2022/07/02 01:15:36,70.63,49.0,50.54,
3081,2022/07/02 01:25:36,70.68,49.0,50.59,
3082,2022/07/02 01:35:36,70.68,49.1,50.65,
3083,2022/07/02 01:45:36,70.66,49.2,50.68,
3084,2022/07/02 01:55:36,70.58,49.2,50.60,
3085,2022/07/02 02:05:36,70.53,49.2,50.57,
3086,2022/07/02 02:15:36,70.51,49.2,50.54,
3087,2022/07/02 02:25:36,70.43,49.2,50.47,
3088,2022/07/02 02:35:36,70.40,49.3,50.49,
3089,2022/07/02 02:45:36,70.38,49.3,50.48,
3090,2022/07/02 02:55:36,70.40,49.3,50.49,
3091,2022/07/02 03:05:36,70.35,49.3,50.46,
3092,2022/07/02 03:15:36,70.33,49.4,50.48,
3093,2022/07/02 03:25:36,70.30,49.4,50.46,
3094,2022/07/02 03:35:36,70.25,49.4,50.41,
3095,2022/07/02 03:45:36,70.20,49.4,50.36,
3096,2022/07/02 03:55:36,70.18,49.4,50.35,
3097,2022/07/02 04:05:36,70.13,49.5,50.35,
3098,2022/07/02 04:15:36,70.10,49.5,50.34,
3099,2022/07/02 04:25:36,70.05,49.5,50.29,
3100,2022/07/02 04:35:36,70.03,49.5,50.27,
3101,2022/07/02 04:45:36,69.97,49.5,50.20,
3102,2022/07/02 04:55:36,69.97,49.5,50.20,
3103,2022/07/02 05:05:36,69.92,49.6,50.23,
3104,2022/07/02 05:15:36,69.92,49.6,50.23,
3105,2022/07/02 05:25:36,69.84,49.6,50.14,
3106,2022/07/02 05:35:36,69.82,49.6,50.13,
3107,2022/07/02 05:45:36,69.82,49.6,50.13,
3108,2022/07/02 05:55:36,69.79,49.6,50.09,
3109,2022/07/02 06:05:36,69.74,49.6,50.06,
3110,2022/07/02 06:15:36,69.69,49.6,50.01,
3111,2022/07/02 06:25:36,69.72,49.6,50.04,
3112,2022/07/02 06:35:36,69.74,49.5,50.01,
3113,2022/07/02 06:45:36,69.74,49.5,50.01,
3114,2022/07/02 06:55:36,69.69,49.5,49.96,
3115,2022/07/02 07:05:36,69.72,49.5,49.99,
3116,2022/07/02 07:15:36,69.72,49.5,49.99,
3117,2022/07/02 07:25:36,69.69,49.5,49.96,
3118,2022/07/02 07:35:36,69.64,49.5,49.91,
3119,2022/07/02 07:45:36,69.72,49.6,50.04,
3120,2022/07/02 07:55:36,69.69,49.6,50.01,
3121,2022/07/02 08:05:36,69.69,49.6,50.01,
3122,2022/07/02 08:15:36,69.67,49.7,50.05,
3123,2022/07/02 08:25:36,69.67,49.7,50.05,
3124,2022/07/02 08:35:36,69.67,49.7,50.05,
3125,2022/07/02 08:45:36,69.67,49.7,50.05,
3126,2022/07/02 08:55:36,69.62,49.8,50.05,
3127,2022/07/02 09:05:36,69.69,49.8,50.12,
3128,2022/07/02 09:15:36,69.64,49.8,50.07,
3129,2022/07/02 09:25:36,69.62,49.9,50.11,
3130,2022/07/02 09:35:36,69.56,50.0,50.11,
3131,2022/07/02 09:45:36,69.56,49.9,50.06,
3132,2022/07/02 09:55:36,69.54,50.0,50.09,
3133,2022/07/02 10:05:36,69.49,50.0,50.05,
3134,2022/07/02 10:15:36,69.54,50.0,50.09,
3135,2022/07/02 10:25:36,69.54,50.0,50.09,
3136,2022/07/02 10:35:36,69.49,50.0,50.05,
3137,2022/07/02 10:45:36,69.49,50.0,50.05,
3138,2022/07/02 10:55:36,69.46,50.0,50.01,
3139,2022/07/02 11:05:36,69.49,50.1,50.10,
3140,2022/07/02 11:15:36,69.44,50.1,50.05,
3141,2022/07/02 11:25:36,69.46,50.2,50.12,
3142,2022/07/02 11:35:36,69.44,50.2,50.10,
3143,2022/07/02 11:45:36,69.41,50.3,50.12,
3144,2022/07/02 11:55:36,69.44,50.3,50.15,
3145,2022/07/02 12:05:36,69.46,50.3,50.17,
3146,2022/07/02 12:15:36,69.36,50.4,50.14,
3147,2022/07/02 12:25:36,69.39,50.4,50.16,
3148,2022/07/02 12:35:36,69.41,50.5,50.23,
3149,2022/07/02 12:45:36,69.36,50.5,50.20,
3150,2022/07/02 12:55:36,69.31,50.5,50.15,
3151,2022/07/02 13:05:36,69.34,50.5,50.16,
3152,2022/07/02 13:15:36,69.31,50.6,50.20,
3153,2022/07/02 13:25:36,69.31,50.6,50.20,
3154,2022/07/02 13:35:36,69.26,50.6,50.15,
3155,2022/07/02 13:45:36,69.34,50.7,50.27,
3156,2022/07/02 13:55:36,69.34,50.6,50.22,
3157,2022/07/02 14:05:36,69.41,50.6,50.28,
3158,2022/07/02 14:15:36,69.54,50.5,50.36,
3159,2022/07/02 14:25:36,69.67,50.4,50.42,
3160,2022/07/02 14:35:36,69.90,50.3,50.59,
3161,2022/07/02 14:45:36,70.15,50.1,50.69,
3162,2022/07/02 14:55:36,70.33,50.0,50.81,
3163,2022/07/02 15:05:36,70.63,49.8,50.98,
3164,2022/07/02 15:15:36,70.76,49.6,50.99,
3165,2022/07/02 15:25:36,70.94,49.4,51.04,
3166,2022/07/02 15:35:36,71.15,49.2,51.13,
3167,2022/07/02 15:45:36,71.27,49.0,51.14,
3168,2022/07/02 15:55:36,71.37,48.9,51.16,
3169,2022/07/02 16:05:36,71.45,48.8,51.19,
3170,2022/07/02 16:15:36,71.55,48.6,51.16,
3171,2022/07/02 16:25:36,71.57,48.5,51.12,
3172,2022/07/02 16:35:36,71.57,48.4,51.07,
3173,2022/07/02 16:45:36,71.52,48.4,51.03,
3174,2022/07/02 16:55:36,71.47,48.3,50.93,
3175,2022/07/02 17:05:36,71.50,48.3,50.95,
3176,2022/07/02 17:15:36,71.42,48.2,50.82,
3177,2022/07/02 17:25:36,71.39,48.2,50.79,
3178,2022/07/02 17:35:36,71.37,48.2,50.77,
3179,2022/07/02 17:45:36,71.29,48.1,50.65,
3180,2022/07/02 17:55:36,71.22,48.1,50.59,
3181,2022/07/02 18:05:36,71.15,48.2,50.58,
3182,2022/07/02 18:15:36,71.12,48.1,50.49,
3183,2022/07/02 18:25:36,71.02,48.1,50.41,
3184,2022/07/02 18:35:36,70.94,48.1,50.32,
3185,2022/07/02 18:45:36,70.94,48.1,50.32,
3186,2022/07/02 18:55:36,70.87,48.1,50.26,
3187,2022/07/02 19:05:36,70.76,48.1,50.16,
3188,2022/07/02 19:15:36,70.68,48.1,50.09,
3189,2022/07/02 19:25:36,70.68,48.2,50.15,
3190,2022/07/02 19:35:36,70.66,48.2,50.13,
3191,2022/07/02 19:45:36,70.61,48.1,50.03,
3192,2022/07/02 19:55:36,70.63,48.1,50.04,
3193,2022/07/02 20:05:36,70.58,48.1,49.99,
3194,2022/07/02 20:15:36,70.58,48.2,50.05,
3195,2022/07/02 20:25:36,70.56,48.2,50.03,
3196,2022/07/02 20:35:36,70.53,48.2,50.02,
3197,2022/07/02 20:45:36,70.53,48.1,49.96,
3198,2022/07/02 20:55:36,70.48,48.2,49.97,
3199,2022/07/02 21:05:36,70.51,48.2,49.98,
3200,2022/07/02 21:15:36,70.46,48.1,49.89,
3201,2022/07/02 21:25:36,70.48,48.1,49.91,
3202,2022/07/02 21:35:36,70.46,48.1,49.89,
3203,2022/07/02 21:45:36,70.46,48.1,49.89,
3204,2022/07/02 21:55:36,70.40,48.1,49.83,
3205,2022/07/02 22:05:36,70.38,48.1,49.81,
3206,2022/07/02 22:15:36,70.46,48.2,49.95,
3207,2022/07/02 22:25:36,70.40,48.2,49.88,
3208,2022/07/02 22:35:36,70.38,48.2,49.87,
3209,2022/07/02 22:45:36,70.38,48.3,49.92,
3210,2022/07/02 22:55:36,70.35,48.3,49.91,
3211,2022/07/02 23:05:36,70.35,48.3,49.91,
3212,2022/07/02 23:15:36,70.38,48.3,49.92,
3213,2022/07/02 23:25:36,70.35,48.3,49.91,
3214,2022/07/02 23:35:36,70.28,48.3,49.84,
3215,2022/07/02 23:45:36,70.30,48.4,49.91,
3216,2022/07/02 23:55:36,70.28,48.4,49.90,
3217,2022/07/03 00:05:36,70.30,48.4,49.91,
3218,2022/07/03 00:15:36,70.28,48.4,49.90,
3219,2022/07/03 00:25:36,70.23,48.4,49.85,
3220,2022/07/03 00:35:36,70.25,48.4,49.86,
3221,2022/07/03 00:45:36,70.20,48.5,49.87,
3222,2022/07/03 00:55:36,70.23,48.5,49.90,
3223,2022/07/03 01:05:36,70.28,48.5,49.95,
3224,2022/07/03 01:15:36,70.28,48.5,49.95,
3225,2022/07/03 01:25:36,70.30,48.6,50.02,
3226,2022/07/03 01:35:36,70.30,48.5,49.97,
3227,2022/07/03 01:45:36,70.35,48.6,50.07,
3228,2022/07/03 01:55:36,70.33,48.5,49.99,
3229,2022/07/03 02:05:36,70.33,48.6,50.04,
3230,2022/07/03 02:15:36,70.30,48.6,50.02,
3231,2022/07/03 02:25:36,70.25,48.6,49.97,
3232,2022/07/03 02:35:36,70.23,48.6,49.96,
3233,2022/07/03 02:45:36,70.23,48.6,49.96,
3234,2022/07/03 02:55:36,70.18,48.6,49.91,
3235,2022/07/03 03:05:36,70.18,48.6,49.91,
3236,2022/07/03 03:15:36,70.13,48.6,49.86,
3237,2022/07/03 03:25:36,70.13,48.6,49.86,
3238,2022/07/03 03:35:36,70.03,48.6,49.78,
3239,2022/07/03 03:45:36,70.03,48.6,49.78,
3240,2022/07/03 03:55:36,69.95,48.6,49.69,
3241,2022/07/03 04:05:36,69.95,48.6,49.69,
3242,2022/07/03 04:15:36,69.92,48.6,49.68,
3243,2022/07/03 04:25:36,69.92,48.7,49.73,
3244,2022/07/03 04:35:36,69.92,48.7,49.73,
3245,2022/07/03 04:45:36,69.90,48.8,49.77,
3246,2022/07/03 04:55:36,69.87,48.8,49.74,
3247,2022/07/03 05:05:36,69.90,48.9,49.83,
3248,2022/07/03 05:15:36,69.84,48.9,49.76,
3249,2022/07/03 05:25:36,69.84,48.9,49.76,
3250,2022/07/03 05:35:36,69.84,48.9,49.76,
3251,2022/07/03 05:45:36,69.84,48.8,49.70,
3252,2022/07/03 05:55:36,69.84,48.9,49.76,
3253,2022/07/03 06:05:36,69.84,48.8,49.70,
3254,2022/07/03 06:15:36,69.82,49.0,49.80,
3255,2022/07/03 06:25:36,69.87,49.0,49.85,
3256,2022/07/03 06:35:36,69.77,49.0,49.75,
3257,2022/07/03 06:45:36,69.79,49.0,49.77,
3258,2022/07/03 06:55:36,69.77,49.1,49.80,
3259,2022/07/03 07:05:36,69.72,49.0,49.72,
3260,2022/07/03 07:15:36,69.69,49.1,49.74,
3261,2022/07/03 07:25:36,69.69,49.1,49.74,
3262,2022/07/03 07:35:36,69.69,49.1,49.74,
3263,2022/07/03 07:45:36,69.62,49.1,49.67,
3264,2022/07/03 07:55:36,69.62,49.1,49.67,
3265,2022/07/03 08:05:36,69.62,49.1,49.67,
3266,2022/07/03 08:15:36,69.56,49.1,49.62,
3267,2022/07/03 08:25:36,69.62,49.1,49.67,
3268,2022/07/03 08:35:36,69.62,49.1,49.67,
3269,2022/07/03 08:45:36,69.67,49.2,49.78,
3270,2022/07/03 08:55:36,69.69,49.1,49.74,
3271,2022/07/03 09:05:36,69.67,49.1,49.72,
3272,2022/07/03 09:15:36,69.62,49.1,49.67,
3273,2022/07/03 09:25:36,69.54,49.2,49.66,
3274,2022/07/03 09:35:36,69.56,49.2,49.68,
3275,2022/07/03 09:45:36,69.54,49.2,49.66,
3276,2022/07/03 09:55:36,69.54,49.2,49.66,
3277,2022/07/03 10:05:36,69.54,49.2,49.66,
3278,2022/07/03 10:15:36,69.54,49.2,49.66,
3279,2022/07/03 10:25:36,69.49,49.2,49.61,
3280,2022/07/03 10:35:36,69.46,49.2,49.58,
3281,2022/07/03 10:45:36,69.46,49.2,49.58,
3282,2022/07/03 10:55:36,69.46,49.2,49.58,
3283,2022/07/03 11:05:36,69.44,49.2,49.56,
3284,2022/07/03 11:15:36,69.44,49.2,49.56,
3285,2022/07/03 11:25:36,69.46,49.3,49.63,
3286,2022/07/03 11:35:36,69.44,49.3,49.61,
3287,2022/07/03 11:45:36,69.36,49.3,49.55,
3288,2022/07/03 11:55:36,69.36,49.3,49.55,
3289,2022/07/03 12:05:36,69.36,49.4,49.60,
3290,2022/07/03 12:15:36,69.39,49.3,49.57,
3291,2022/07/03 12:25:36,69.36,49.3,49.55,
3292,2022/07/03 12:35:36,69.36,49.4,49.60,
3293,2022/07/03 12:45:36,69.31,49.3,49.50,
3294,2022/07/03 12:55:36,69.34,49.4,49.57,
3295,2022/07/03 13:05:36,69.49,49.4,49.72,
3296,2022/07/03 13:15:36,69.62,49.2,49.73,
3297,2022/07/03 13:25:36,69.79,49.1,49.82,
3298,2022/07/03 13:35:36,69.97,48.9,49.88,
3299,2022/07/03 13:45:36,70.13,48.8,49.97,
3300,2022/07/03 13:55:36,70.25,48.6,49.97,
3301,2022/07/03 14:05:36,70.43,48.5,50.08,
3302,2022/07/03 14:15:36,70.46,48.5,50.12,
3303,2022/07/03 14:25:36,70.43,48.5,50.08,
3304,2022/07/03 14:35:36,70.56,48.5,50.20,
3305,2022/07/03 14:45:36,70.66,48.5,50.30,
3306,2022/07/03 14:55:36,70.71,48.4,50.29,
3307,2022/07/03 15:05:36,70.87,48.3,50.37,
3308,2022/07/03 15:15:36,70.99,48.2,50.43,
3309,2022/07/03 15:25:36,71.15,48.1,50.52,
3310,2022/07/03 15:35:36,71.25,48.0,50.56,
3311,2022/07/03 15:45:36,71.37,47.9,50.60,
3312,2022/07/03 15:55:36,71.47,47.8,50.65,
3313,2022/07/03 16:05:36,71.52,47.7,50.64,
3314,2022/07/03 16:15:36,71.52,47.6,50.58,
3315,2022/07/03 16:25:36,71.50,47.6,50.55,
3316,2022/07/03 16:35:36,71.39,47.5,50.40,
3317,2022/07/03 16:45:36,71.39,47.5,50.40,
3318,2022/07/03 16:55:36,71.37,47.5,50.38,
3319,2022/07/03 17:05:36,71.32,47.4,50.27,
3320,2022/07/03 17:15:36,71.27,47.4,50.24,
3321,2022/07/03 17:25:36,71.27,47.5,50.30,
3322,2022/07/03 17:35:36,71.27,47.5,50.30,
3323,2022/07/03 17:45:36,71.22,47.5,50.25,
3324,2022/07/03 17:55:36,71.22,47.6,50.30,
3325,2022/07/03 18:05:36,71.12,47.6,50.21,
3326,2022/07/03 18:15:36,71.17,47.7,50.31,
3327,2022/07/03 18:25:36,71.07,47.7,50.23,
3328,2022/07/03 18:35:36,71.04,47.8,50.25,
3329,2022/07/03 18:45:36,70.91,47.8,50.14,
3330,2022/07/03 18:55:36,70.87,47.8,50.09,
3331,2022/07/03 19:05:36,70.73,47.9,50.03,
3332,2022/07/03 19:15:36,70.71,47.9,50.01,
3333,2022/07/03 19:25:36,70.63,48.0,49.99,
3334,2022/07/03 19:35:36,70.58,48.0,49.94,
3335,2022/07/03 19:45:36,70.48,48.0,49.85,
3336,2022/07/03 19:55:36,70.48,47.9,49.80,
3337,2022/07/03 20:05:36,70.46,48.0,49.84,
3338,2022/07/03 20:15:36,70.46,48.0,49.84,
3339,2022/07/03 20:25:36,70.35,48.0,49.74,
3340,2022/07/03 20:35:36,70.38,48.0,49.76,
3341,2022/07/03 20:45:36,70.30,48.0,49.69,
3342,2022/07/03 20:55:36,70.28,48.0,49.67,
3343,2022/07/03 21:05:36,70.28,48.0,49.67,
3344,2022/07/03 21:15:36,70.28,48.0,49.67,
3345,2022/07/03 21:25:36,70.28,47.9,49.62,
3346,2022/07/03 21:35:36,70.28,47.9,49.62,
3347,2022/07/03 21:45:36,70.23,47.9,49.57,
3348,2022/07/03 21:55:36,70.28,47.9,49.62,
3349,2022/07/03 22:05:36,70.28,47.9,49.62,
3350,2022/07/03 22:15:36,70.30,47.9,49.63,
3351,2022/07/03 22:25:36,70.30,47.9,49.63,
3352,2022/07/03 22:35:36,70.33,47.9,49.65,
3353,2022/07/03 22:45:36,70.33,47.9,49.65,
3354,2022/07/03 22:55:36,70.38,47.9,49.70,
3355,2022/07/03 23:05:36,70.40,48.0,49.77,
3356,2022/07/03 23:15:36,70.40,47.9,49.72,
3357,2022/07/03 23:25:36,70.38,47.9,49.70,
3358,2022/07/03 23:35:36,70.38,47.9,49.70,
3359,2022/07/03 23:45:36,70.38,47.9,49.70,
3360,2022/07/03 23:55:36,70.43,47.9,49.75,
3361,2022/07/04 00:05:36,70.46,47.8,49.73,
3362,2022/07/04 00:15:36,70.40,47.8,49.66,
3363,2022/07/04 00:25:36,70.46,47.8,49.73,
3364,2022/07/04 00:35:36,70.40,47.9,49.72,
3365,2022/07/04 00:45:36,70.38,47.8,49.64,
3366,2022/07/04 00:55:36,70.40,47.9,49.72,
3367,2022/07/04 01:05:36,70.43,47.8,49.69,
3368,2022/07/04 01:15:36,70.43,47.9,49.75,
3369,2022/07/04 01:25:36,70.40,47.9,49.72,
3370,2022/07/04 01:35:36,70.38,47.9,49.70,
3371,2022/07/04 01:45:36,70.38,47.9,49.70,
3372,2022/07/04 01:55:36,70.33,47.9,49.65,
3373,2022/07/04 02:05:36,70.38,48.0,49.76,
3374,2022/07/04 02:15:36,70.35,48.0,49.74,
3375,2022/07/04 02:25:36,70.38,48.1,49.81,
3376,2022/07/04 02:35:36,70.35,48.1,49.79,
3377,2022/07/04 02:45:36,70.30,48.1,49.75,
3378,2022/07/04 02:55:36,70.33,48.1,49.76,
3379,2022/07/04 03:05:36,70.28,48.1,49.73,
3380,2022/07/04 03:15:36,70.25,48.2,49.75,
3381,2022/07/04 03:25:36,70.28,48.2,49.79,
3382,2022/07/04 03:35:36,70.20,48.3,49.76,
3383,2022/07/04 03:45:36,70.20,48.3,49.76,
3384,2022/07/04 03:55:36,70.10,48.3,49.68,
3385,2022/07/04 04:05:36,70.05,48.3,49.63,
3386,2022/07/04 04:15:36,70.05,48.3,49.63,
3387,2022/07/04 04:25:36,70.00,48.3,49.58,
3388,2022/07/04 04:35:36,70.03,48.3,49.61,
3389,2022/07/04 04:45:36,69.95,48.3,49.53,
3390,2022/07/04 04:55:36,69.87,48.4,49.52,
3391,2022/07/04 05:05:36,69.87,48.4,49.52,
3392,2022/07/04 05:15:36,69.82,48.4,49.47,
3393,2022/07/04 05:25:36,69.79,48.4,49.43,
3394,2022/07/04 05:35:36,69.74,48.4,49.40,
3395,2022/07/04 05:45:36,69.77,48.4,49.42,
3396,2022/07/04 05:55:36,69.72,48.4,49.38,
3397,2022/07/04 06:05:36,69.67,48.4,49.34,
3398,2022/07/04 06:15:36,69.69,48.4,49.35,
3399,2022/07/04 06:25:36,69.90,48.4,49.55,
3400,2022/07/04 06:35:36,70.15,48.2,49.65,
3401,2022/07/04 06:45:36,70.35,48.0,49.74,
3402,2022/07/04 06:55:36,70.48,47.8,49.74,
3403,2022/07/04 07:05:36,70.43,47.8,49.69,
3404,2022/07/04 07:15:36,70.30,47.9,49.63,
3405,2022/07/04 07:25:36,70.20,47.9,49.54,
3406,2022/07/04 07:35:36,70.08,48.1,49.55,
3407,2022/07/04 07:45:36,69.95,48.1,49.42,
3408,2022/07/04 07:55:36,69.87,48.2,49.41,
3409,2022/07/04 08:05:36,69.79,48.2,49.32,
3410,2022/07/04 08:15:36,69.74,48.2,49.29,
3411,2022/07/04 08:25:36,69.67,48.3,49.28,
3412,2022/07/04 08:35:36,69.62,48.3,49.23,
3413,2022/07/04 08:45:36,69.59,48.4,49.25,
3414,2022/07/04 08:55:36,69.59,48.4,49.25,
3415,2022/07/04 09:05:36,69.74,48.4,49.40,
3416,2022/07/04 09:15:36,69.95,48.3,49.53,
3417,2022/07/04 09:25:36,70.18,48.1,49.63,
3418,2022/07/04 09:35:36,70.38,47.9,49.70,
3419,2022/07/04 09:45:36,70.51,47.8,49.76,
3420,2022/07/04 09:55:36,70.43,47.8,49.69,
3421,2022/07/04 10:05:36,70.30,47.9,49.63,
3422,2022/07/04 10:15:36,70.08,48.0,49.49,
3423,2022/07/04 10:25:36,69.90,48.1,49.38,
3424,2022/07/04 10:35:36,69.79,48.2,49.32,
3425,2022/07/04 10:45:36,69.74,48.3,49.35,
3426,2022/07/04 10:55:36,69.74,48.4,49.40,
3427,2022/07/04 11:05:36,69.97,48.2,49.49,
3428,2022/07/04 11:15:36,70.23,48.0,49.62,
3429,2022/07/04 11:25:36,70.43,47.8,49.69,
3430,2022/07/04 11:35:36,70.38,47.8,49.64,
3431,2022/07/04 11:45:36,70.28,47.9,49.62,
3432,2022/07/04 11:55:36,70.13,48.0,49.52,
3433,2022/07/04 12:05:36,69.97,48.1,49.43,
3434,2022/07/04 12:15:36,69.84,48.2,49.37,
3435,2022/07/04 12:25:36,69.74,48.4,49.40,
3436,2022/07/04 12:35:36,69.67,48.4,49.34,
3437,2022/07/04 12:45:36,69.67,48.5,49.39,
3438,2022/07/04 12:55:36,69.77,48.5,49.47,
3439,2022/07/04 13:05:36,69.97,48.4,49.60,
3440,2022/07/04 13:15:36,70.13,48.3,49.69,
3441,2022/07/04 13:25:36,70.30,48.1,49.75,
3442,2022/07/04 13:35:36,70.40,48.0,49.77,
3443,2022/07/04 13:45:36,70.40,48.0,49.77,
3444,2022/07/04 13:55:36,70.23,48.1,49.68,
3445,2022/07/04 14:05:36,70.13,48.2,49.64,
3446,2022/07/04 14:15:36,70.05,48.3,49.63,
3447,2022/07/04 14:25:36,70.00,48.4,49.63,
3448,2022/07/04 14:35:36,70.00,48.4,49.63,
3449,2022/07/04 14:45:36,70.13,48.4,49.75,
3450,2022/07/04 14:55:36,70.33,48.4,49.93,
3451,2022/07/04 15:05:36,70.51,48.3,50.04,
3452,2022/07/04 15:15:36,70.68,48.3,50.20,
3453,2022/07/04 15:25:36,70.87,48.2,50.31,
3454,2022/07/04 15:35:36,70.99,48.1,50.37,
3455,2022/07/04 15:45:36,71.07,48.1,50.45,
3456,2022/07/04 15:55:36,71.04,48.1,50.42,
3457,2022/07/04 16:05:36,70.99,48.1,50.37,
3458,2022/07/04 16:15:36,71.07,48.1,50.45,
3459,2022/07/04 16:25:36,71.17,48.1,50.54,
3460,2022/07/04 16:35:36,71.17,48.1,50.54,
3461,2022/07/04 16:45:36,71.17,48.1,50.54,
3462,2022/07/04 16:55:36,71.15,48.0,50.46,
3463,2022/07/04 17:05:36,71.12,48.1,50.49,
3464,2022/07/04 17:15:36,71.04,48.1,50.42,
3465,2022/07/04 17:25:36,70.97,48.1,50.35,
3466,2022/07/04 17:35:36,70.84,48.1,50.24,
3467,2022/07/04 17:45:36,70.81,48.2,50.26,
3468,2022/07/04 17:55:36,70.73,48.1,50.14,
3469,2022/07/04 18:05:36,70.68,48.2,50.15,
3470,2022/07/04 18:15:36,70.66,48.2,50.13,
3471,2022/07/04 18:25:36,70.58,48.3,50.10,
3472,2022/07/04 18:35:36,70.56,48.3,50.09,
3473,2022/07/04 18:45:36,70.58,48.3,50.10,
3474,2022/07/04 18:55:36,70.56,48.4,50.14,
3475,2022/07/04 19:05:36,70.56,48.4,50.14,
3476,2022/07/04 19:15:36,70.56,48.4,50.14,
3477,2022/07/04 19:25:36,70.61,48.4,50.19,
3478,2022/07/04 19:35:36,70.61,48.5,50.25,
3479,2022/07/04 19:45:36,70.63,48.5,50.26,
3480,2022/07/04 19:55:36,70.56,48.5,50.20,
3481,2022/07/04 20:05:36,70.48,48.6,50.19,
3482,2022/07/04 20:15:36,70.46,48.6,50.17,
3483,2022/07/04 20:25:36,70.46,48.7,50.23,
3484,2022/07/04 20:35:36,70.40,48.7,50.16,
3485,2022/07/04 20:45:36,70.38,48.7,50.15,
3486,2022/07/04 20:55:36,70.33,48.7,50.10,
3487,2022/07/04 21:05:36,70.33,48.7,50.10,
3488,2022/07/04 21:15:36,70.30,48.7,50.08,
3489,2022/07/04 21:25:36,70.30,48.7,50.08,
3490,2022/07/04 21:35:36,70.35,48.7,50.13,
3491,2022/07/04 21:45:36,70.28,48.7,50.06,
3492,2022/07/04 21:55:36,70.28,48.8,50.12,
3493,2022/07/04 22:05:36,70.25,48.7,50.03,
3494,2022/07/04 22:15:36,70.25,48.7,50.03,
3495,2022/07/04 22:25:36,70.25,48.7,50.03,
3496,2022/07/04 22:35:36,70.25,48.7,50.03,
3497,2022/07/04 22:45:36,70.25,48.8,50.08,
3498,2022/07/04 22:55:36,70.28,48.7,50.06,
3499,2022/07/04 23:05:36,70.20,48.7,49.98,
3500,2022/07/04 23:15:36,70.18,48.7,49.96,
3501,2022/07/04 23:25:36,70.10,48.6,49.84,
3502,2022/07/04 23:35:36,70.10,48.6,49.84,
3503,2022/07/04 23:45:36,70.10,48.6,49.84,
3504,2022/07/04 23:55:36,70.08,48.6,49.83,
3505,2022/07/05 00:05:36,70.00,48.6,49.74,
3506,2022/07/05 00:15:36,70.03,48.6,49.78,
3507,2022/07/05 00:25:36,70.00,48.6,49.74,
3508,2022/07/05 00:35:36,70.00,48.7,49.80,
3509,2022/07/05 00:45:36,69.97,48.8,49.82,
3510,2022/07/05 00:55:36,69.97,48.9,49.88,
3511,2022/07/05 01:05:36,69.92,48.9,49.84,
3512,2022/07/05 01:15:36,69.90,49.0,49.88,
3513,2022/07/05 01:25:36,69.87,49.1,49.90,
3514,2022/07/05 01:35:36,69.90,49.1,49.94,
3515,2022/07/05 01:45:36,69.82,49.1,49.85,
3516,2022/07/05 01:55:36,69.82,49.2,49.91,
3517,2022/07/05 02:05:36,69.82,49.3,49.96,
3518,2022/07/05 02:15:36,69.97,49.2,50.04,
3519,2022/07/05 02:25:36,70.15,49.1,50.15,
3520,2022/07/05 02:35:36,70.33,48.9,50.21,
3521,2022/07/05 02:45:36,70.51,48.7,50.26,
3522,2022/07/05 02:55:36,70.61,48.5,50.25,
3523,2022/07/05 03:05:36,70.63,48.4,50.21,
3524,2022/07/05 03:15:36,70.53,48.4,50.13,
3525,2022/07/05 03:25:36,70.40,48.6,50.11,
3526,2022/07/05 03:35:36,70.23,48.7,50.01,
3527,2022/07/05 03:45:36,70.10,49.0,50.06,
3528,2022/07/05 03:55:36,69.97,49.2,50.04,
3529,2022/07/05 04:05:36,69.90,49.3,50.05,
3530,2022/07/05 04:15:36,69.87,49.4,50.07,
3531,2022/07/05 04:25:36,69.82,49.6,50.13,
3532,2022/07/05 04:35:36,69.74,49.7,50.11,
3533,2022/07/05 04:45:36,69.74,49.8,50.17,
3534,2022/07/05 04:55:36,69.67,49.9,50.16,
3535,2022/07/05 05:05:36,69.62,50.0,50.16,
3536,2022/07/05 05:15:36,69.64,50.0,50.18,
3537,2022/07/05 05:25:36,69.79,50.1,50.36,
3538,2022/07/05 05:35:36,70.03,50.0,50.54,
3539,2022/07/05 05:45:36,70.30,49.8,50.68,
3540,2022/07/05 05:55:36,70.46,49.6,50.72,
3541,2022/07/05 06:05:36,70.48,49.7,50.79,
3542,2022/07/05 06:15:36,70.38,49.9,50.80,
3543,2022/07/05 06:25:36,70.25,50.1,50.79,
3544,2022/07/05 06:35:36,70.10,50.1,50.66,
3545,2022/07/05 06:45:36,69.97,50.3,50.64,
3546,2022/07/05 06:55:36,69.79,50.5,50.58,
3547,2022/07/05 07:05:36,69.74,50.6,50.60,
3548,2022/07/05 07:15:36,69.67,50.8,50.64,
3549,2022/07/05 07:25:36,69.74,50.9,50.76,
3550,2022/07/05 07:35:36,69.90,50.8,50.85,
3551,2022/07/05 07:45:36,70.05,50.7,50.93,
3552,2022/07/05 07:55:36,70.20,50.6,51.01,
